,id,sentence,subject_entity,object_entity,label,source
5664,5664,"태조 왕건이 고려를 건국한 뒤에 이총언에게 힘을 합하여 화란(禍亂)을 평정할 것을 제안하자, 이총언이 기뻐하며 아들 이영(李永)을 보내 군사를 거느리고 왕건을 도와 후백제와의 전쟁에 참여하도록 하였다.","{'word': '이총언', 'start_idx': 52, 'end_idx': 54, 'type': 'PER'}","{'word': '이영(李永)', 'start_idx': 65, 'end_idx': 70, 'type': 'PER'}",per:children,wikipedia
5728,5728,"또한 그는 나이도 어린데다가 실력 까지 뛰어나서 레알 마드리드 CF, 맨체스터 유나이티드 FC등의 팀들이 그의 이적에 관심을 가나, 2011-12 시즌 종료후 가레스 베일과 마찬가지로 토트넘 홋스퍼 FC는 빅클럽이라 하여 2019년까지 재계약을 하였다.","{'word': '레알 마드리드 CF', 'start_idx': 27, 'end_idx': 36, 'type': 'ORG'}","{'word': '2011-12', 'start_idx': 74, 'end_idx': 80, 'type': 'DAT'}",no_relation,wikipedia
5746,5746,"마르세유는 1971-72 시즌과 1972-73 시즌에 유러피언 컵에 참가하였으나, 각각 요한 크라위프의 AFC 아약스와 유벤투스 FC에 패하였다.","{'word': 'AFC 아약스', 'start_idx': 58, 'end_idx': 64, 'type': 'ORG'}","{'word': '1971-72', 'start_idx': 6, 'end_idx': 12, 'type': 'DAT'}",no_relation,wikipedia
5849,5849,"중앙은 네덜란드, 독일, 프로테스탄트 스위스, 스코틀랜드 보병대(약 30, 000명으로 구성되어 있었다.)가 오푸스와 라미예를 정면에 두고 배치되어 있었다.","{'word': '스위스', 'start_idx': 21, 'end_idx': 23, 'type': 'ORG'}","{'word': '30, 000명', 'start_idx': 38, 'end_idx': 45, 'type': 'NOH'}",no_relation,wikipedia
5853,5853,"기안84는 2008년 웹툰 '노병가'로 데뷔해 '패션왕', '복학왕', '회춘' 등을 연재한 웹툰 작가다.","{'word': '기안84', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': ""2008년 웹툰 '노병가'"", 'start_idx': 6, 'end_idx': 19, 'type': 'POH'}",per:product,wikitree
5872,5872,"이시바시 다카아키(1961년 10월 22일 ~)는 일본의 희극 배우, MC, 배우, 가수이다.","{'word': '이시바시 다카아키', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': '희극 배우, MC, 배우, 가수', 'start_idx': 32, 'end_idx': 48, 'type': 'POH'}",per:title,wikipedia
5914,5914,미국 연방 대법원(美國聯邦大法院)은 미국 최고의 사법 기관으로 사법부를 총괄한다.,"{'word': '대법원', 'start_idx': 6, 'end_idx': 8, 'type': 'ORG'}","{'word': '大法院', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}",org:alternate_names,wikipedia
5921,5921,"UEFA 챔피언스리그 2005-06에서 벤피카는 맨체스터 유나이티드 FC와의 조별리그 단두대 매치에서 2-1로 꺾고, 16강에서 리버풀 FC를 합계 3-0으로 꺾고 8강에 진출하였다.","{'word': '리버풀 FC', 'start_idx': 72, 'end_idx': 77, 'type': 'ORG'}","{'word': '2005-06', 'start_idx': 12, 'end_idx': 18, 'type': 'DAT'}",no_relation,wikipedia
5954,5954,"량치차오(梁啓超, 양계초, 1873년 ~ 1929년)는 중국의 근대 사상가이자, 정치가, 언론가, 개혁가, 철학가, 문학가, 사학가, 교육가이다.","{'word': '량치차오', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '梁啓超', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}",per:alternate_names,wikipedia
6006,6006,"쇼군으로서 요시하루는 측근집단을 재편성하여 정권 중추에 두는 것으로 쇼군 친정권의 강화를 꾀하고, 제 3대 쇼군 아시카가 요시미쓰 이래 지속되어온 히노 가문(日野家)과의 혼인 관계를 청산하고 조정의 명문가 고노에 가문(近衛家) 출신을 정실로 맞이하여 조정과의 관계 강화를 꾀하는 등, 쇼군의 권위 회복에 힘썼으나, 호소카와 가문의 내분으로 발발한 대규모의 쟁란으로 좌절되고 말았다.","{'word': '고노에 가문', 'start_idx': 115, 'end_idx': 120, 'type': 'ORG'}","{'word': '近衛家', 'start_idx': 122, 'end_idx': 124, 'type': 'ORG'}",org:alternate_names,wikipedia
6057,6057,국민경제자문회의(國民經濟諮問會議)는 국민경제의 발전을 위한 중요정책의 수립에 관하여 대통령의 자문에 응하는 대통령 직속 자문기관이자 헌법기관이다.,"{'word': '국민경제자문회의', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '國民經濟諮問會議', 'start_idx': 9, 'end_idx': 16, 'type': 'ORG'}",org:alternate_names,wikipedia
6115,6115,"프랜시스 소어비 매콜리는 1916년에 다항식환이 (현대적인 용어로) 코언-매콜리 환임을 증명하였고, 어빈 솔 코언은 1946년에 형식적 멱급수환도 마찬가지 성질을 가짐을 보였다.","{'word': '어빈 솔 코언', 'start_idx': 56, 'end_idx': 62, 'type': 'PER'}","{'word': '코언-매콜리 환', 'start_idx': 38, 'end_idx': 45, 'type': 'PER'}",no_relation,wikipedia
6161,6161,"데스먼드 데커(Desmond Dekker, 1941년 7월 16일 ~ 2006년 5월 25일)는 자메이카의 스카, 록스테디, 레게 싱어송라이터이자 음악가였다.","{'word': '데스먼드 데커', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '스카, 록스테디, 레게', 'start_idx': 60, 'end_idx': 71, 'type': 'POH'}",no_relation,wikipedia
6197,6197,"동년 8월 17일, 카와무라 아야노(川村文乃) 명의로「하로프로연수생」에 가입했다고 발표되었다.","{'word': '카와무라 아야노', 'start_idx': 11, 'end_idx': 18, 'type': 'PER'}","{'word': '川村文乃', 'start_idx': 20, 'end_idx': 23, 'type': 'PER'}",per:alternate_names,wikipedia
6234,6234,강지환은 2001년 뮤지컬 '록키 호러 픽쳐쇼'로 데뷔했다.,"{'word': '강지환', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': ""2001년 뮤지컬 '록키 호러 픽쳐쇼'"", 'start_idx': 5, 'end_idx': 25, 'type': 'POH'}",no_relation,wikitree
6241,6241,"한국인삼공사는 2016 7월, KT&G타워 1층에 카페 ‘사푼사푼’을 열었다.","{'word': '한국인삼공사', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': 'KT&G', 'start_idx': 17, 'end_idx': 20, 'type': 'POH'}",no_relation,wikipedia
6301,6301,"에리크 뷔야르(1968년 5월 4일 ~)는 프랑스의 영화감독, 소설가이다.","{'word': '에리크 뷔야르', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '영화감독, 소설가', 'start_idx': 29, 'end_idx': 37, 'type': 'POH'}",per:title,wikipedia
6349,6349,"디터 회네스 (Dieter Hoeneß, 1953년 1월 7일, 울름 ~) 은 은퇴한 독일의 축구 선수로, 선수 시절 공격수로 활약하였다.","{'word': '디터 회네스', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': 'Dieter Hoeneß', 'start_idx': 8, 'end_idx': 20, 'type': 'PER'}",per:alternate_names,wikipedia
6450,6450,"솔자 보이(Soulja Boy, 본명: DeAndre Ramone Way, 1990년 7월 28일 ~)는 미국의 래퍼겸 프로듀서이다.","{'word': '솔자 보이', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '1990년 7월 28일 ~', 'start_idx': 42, 'end_idx': 55, 'type': 'DAT'}",per:date_of_birth,wikipedia
6615,6615,"다비드 푸스테르 토리호스(1982년 2월 3일, 발렌시아 지방 올리바 ~)는 스페인의 전 프로 축구 선수로, 포지션은 공격형 미드필더, 공격수이다.","{'word': '다비드 푸스테르 토리호스', 'start_idx': 0, 'end_idx': 12, 'type': 'PER'}","{'word': '공격형 미드필더, 공격수', 'start_idx': 66, 'end_idx': 78, 'type': 'POH'}",per:title,wikipedia
6622,6622,"사샤 드라쿨리치(Saša Drakulić, 1972년 8월 28일 ~)는 세르비아 국적의 전 축구 선수이다.","{'word': '사샤 드라쿨리치', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': 'Saša Drakulić', 'start_idx': 9, 'end_idx': 21, 'type': 'PER'}",per:alternate_names,wikipedia
6667,6667,"최창권(崔彰權, 천주교 세례명 바오로, 1934년 10월 26일 ~ 2008년 1월 25일)은 한때 피아니스트 활동한 대한민국의 작곡가이며 한국 뮤지컬의 개척자이다.","{'word': '최창권', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '崔彰權', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}",per:alternate_names,wikipedia
6671,6671,"동치제(同治帝, 함풍(咸豊)(咸豊) 6년 3월 23일(1856년 4월 27일) ~ 동치(同治) 13년 12월 5일(1875년 1월 12일))은 중국 청 왕조의 제10대 황제(재위 1861년 ~ 1874년)이다.","{'word': '동치제', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '동치(同治) 13년 12월 5일(1875년 1월 12일)', 'start_idx': 46, 'end_idx': 76, 'type': 'PER'}",per:date_of_death,wikipedia
6678,6678,헬무트 렌트(1918년 6월 13일 - 1944년 10월 7일)는 독일의 공군 군인이다.,"{'word': '헬무트 렌트', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '1918년 6월 13일 - 1944년 10월 7일', 'start_idx': 7, 'end_idx': 33, 'type': 'DAT'}",no_relation,wikipedia
6706,6706,배우 카라타 에리카(唐田 えりか·22)와의 불륜으로 모두를 충격에 빠트린 히가시데 마사히로(東出昌大·32) 근황이 전해졌다.,"{'word': '히가시데 마사히로', 'start_idx': 41, 'end_idx': 49, 'type': 'PER'}","{'word': '東出昌大', 'start_idx': 51, 'end_idx': 54, 'type': 'PER'}",per:alternate_names,wikitree
6782,6782,"중흥건설은 지난 9일 파주 운정3지구 ‘중흥S-클래스’ 1,262세대에 대한 분양을 100% 완료 했다고 밝혔다.","{'word': '중흥건설', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '중흥S-클래스', 'start_idx': 22, 'end_idx': 28, 'type': 'POH'}",org:product,wikitree
6836,6836,"위르겐 트리틴(1954년 7월 25일~)은 독일의 정치가로 1998년부터 2005년까지 게르하르트 슈뢰더 내각에서 환경부 장관을, 2009년부터 2013년까지 동맹 90/녹색당의 대표를 지냈다.","{'word': '위르겐 트리틴', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '동맹 90/녹색당', 'start_idx': 89, 'end_idx': 97, 'type': 'ORG'}",per:employee_of,wikipedia
7040,7040,"다나카 이사지(田中伊三次, たなかいさじ, 1906년 1월 3일 ~ 1987년 4월 11일)는 일본의 정치인, 변호사, 법학 박사이다.","{'word': '다나카', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': 'たなか', 'start_idx': 15, 'end_idx': 17, 'type': 'PER'}",per:alternate_names,wikipedia
7050,7050,"T.G.I. 프라이데이스(T.G.I. Friday's)는 미국의 레스토랑 체인으로, 세계 60개국 이상에서 992개의 점포를 운영하고 있다.","{'word': 'T.G.I. 프라이데이스', 'start_idx': 0, 'end_idx': 12, 'type': 'ORG'}","{'word': ""T.G.I. Friday's"", 'start_idx': 14, 'end_idx': 28, 'type': 'ORG'}",org:alternate_names,wikipedia
7121,7121,"카와무라 아야노(川村文乃, 1997년 7월 7일 ~)는 일본의 여성 아이돌 그룹 안주루무의 서브리더이다.","{'word': '카와무라 아야노', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '川村文乃', 'start_idx': 9, 'end_idx': 12, 'type': 'PER'}",per:alternate_names,wikipedia
7130,7130,더욱이 오슈의 다테 가문(伊達氏)의 남하해 옴에 따라 사타케 가문은 남북 양면의 공세에 따른 압박으로 궁지에 몰리게 되었다.,"{'word': '다테 가문', 'start_idx': 8, 'end_idx': 12, 'type': 'ORG'}","{'word': '伊達氏', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}",org:alternate_names,wikipedia
7146,7146,"니코(Nico, 1938년 7월 18일 ~ 1988년 10월 16일) 또는 본명인 크리스타 페프겐(Christa Päffgen)은 독일의 싱어송라이터, 모델, 배우이다.","{'word': '크리스타 페프겐', 'start_idx': 46, 'end_idx': 53, 'type': 'PER'}","{'word': 'Christa Päffgen', 'start_idx': 55, 'end_idx': 69, 'type': 'PER'}",per:alternate_names,wikipedia
7163,7163,"야롤림은 2000-01 시즌 전, 2부 리그의 1. FC 뉘른베르크로 이적하였으며, 2001-02 시즌 뉘른베르크의 키 플레이어로 활약하며 다른 정상 클럽들의 관심을 끌었다.","{'word': '1. FC 뉘른베르크', 'start_idx': 26, 'end_idx': 36, 'type': 'ORG'}","{'word': '2000-01', 'start_idx': 5, 'end_idx': 11, 'type': 'DAT'}",no_relation,wikipedia
7188,7188,"2013년 4월 허인창과 Chang.E로 이름을 바꾼 Master Chang은 재결합으로 새로운 X-Teen을 결성, 〈반전〉을 리메이크한 〈반전 2013〉의 티저를 공개하며 곧 컴백할 것을 예고하였다.","{'word': '허인창', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}","{'word': 'X-Teen', 'start_idx': 54, 'end_idx': 59, 'type': 'POH'}",per:employee_of,wikipedia
7235,7235,"이후 UEFA컵 2006-07에서 에스파뇰과 세비야의 결승전 경기의 주심을 맡았으며, UEFA 챔피언스리그 2008-09에서 바르셀로나와 맨체스터 유나이티드의 결승전 경기의 주심을 맡았다.","{'word': '맨체스터 유나이티드', 'start_idx': 77, 'end_idx': 86, 'type': 'ORG'}","{'word': 'UEFA 챔피언스리그 2008-09', 'start_idx': 48, 'end_idx': 66, 'type': 'POH'}",org:member_of,wikipedia
7247,7247,"이치현(李治賢, 본명 이용균, 1955년 9월 27일 ~)은 대한민국의 가수, 싱어송라이터, 밴드 리더이다.","{'word': '이치현', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '가수, 싱어송라이터', 'start_idx': 40, 'end_idx': 49, 'type': 'POH'}",per:title,wikipedia
7282,7282,"10월 31일, 멤버 첸, 백현, 시우민이 EXO-CBX 멤버로 데뷔하여 ""Hey Mama!""로 첫 유닛 활동을 하였다.","{'word': '시우민', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}","{'word': 'EXO-CBX', 'start_idx': 24, 'end_idx': 30, 'type': 'PER'}",per:employee_of,wikipedia
7325,7325,"한편, 정다정은 10월 13일 자신의 웹툰 《역전! 야매요리》에서 ‘되는데요’라는 이광낙의 유행어를 사용했다.","{'word': '정다정', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '웹툰 《역전! 야매요리》', 'start_idx': 21, 'end_idx': 33, 'type': 'POH'}",per:product,wikipedia
7388,7388,"그는 “장기적으로는 그룹사와의 시너지를 기대할 필요가 있다”며 “현대백화점그룹은 지난해 현대L&C(현대홈쇼핑)를 인수하면서 B2B채널 및 건자재 제조라인을 확보했다. 현재까지는 각자의 사업체계만을 영위하고 있지만 장기적으로 제조, 유통, 판매에 이르는 수직계열화를 구축할 것”이라고 내다봤다.","{'word': '현대백화점그룹', 'start_idx': 36, 'end_idx': 42, 'type': 'ORG'}","{'word': '현대L&C', 'start_idx': 49, 'end_idx': 53, 'type': 'ORG'}",no_relation,wikitree
7496,7496,"광주 노씨와 교하 노씨는 모두 노수(盧穗)를 도시조로 삼고 있지만, 시조는 노수의 아들인 노해(盧垓)와 노오(盧塢)이다.","{'word': '교하 노씨', 'start_idx': 7, 'end_idx': 11, 'type': 'PER'}","{'word': '노오(盧塢)', 'start_idx': 58, 'end_idx': 63, 'type': 'PER'}",per:other_family,wikipedia
7536,7536,"프란체스코 솔리메나(Francesco Solimena, 1657년 10월 4일 ~ 1747년 4월 5일)는 이탈리아 출신으로, 바로크 시대의 화가, 건축가이다.","{'word': '프란체스코 솔리메나', 'start_idx': 0, 'end_idx': 9, 'type': 'PER'}","{'word': '화가, 건축가', 'start_idx': 79, 'end_idx': 85, 'type': 'POH'}",per:title,wikipedia
7590,7590,"여기에 고이케 유리코 도쿄도지사는 아베 신조 일본 총리, 모리 요시로(森 喜朗) 2020년 도쿄 하계 올림픽·패럴림픽 조직위원회 위원장이 블라디미르 푸틴 러시아 대통령과의 친분이 있다는 점을 지적하면서 ""2020년 도쿄 하계 올림픽 마라톤·경보 경기는 북방 영토(러시아와 일본 간의 영토 분쟁 지역인 쿠릴 열도 남단 4개 섬)에서 해야 한다.""고 조롱했다.","{'word': '모리 요시로', 'start_idx': 32, 'end_idx': 37, 'type': 'PER'}","{'word': '森 喜朗', 'start_idx': 39, 'end_idx': 42, 'type': 'PER'}",per:alternate_names,wikipedia
7592,7592,"보덕왕에 대한 후대 평가는 사료 부족으로 정확하게 알 수는 없지만, 그가 수많은 고구려 유민들을 신라 땅에 정착시키고 고구려를 계승한 보덕국(報德國)을 세움으로서 후에 신라가 고구려 문화와 의식을 흡수하는데 중추적인 역할을 하였다.","{'word': '보덕왕', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '보덕국(報德國)', 'start_idx': 75, 'end_idx': 82, 'type': 'LOC'}",per:employee_of,wikipedia
7689,7689,"샘 레이미(Samuel Marshall ""Sam"" Raimi, 1959년 10월 23일 ~)는 미국의 영화 감독, 영화 제작자, 배우, 각본가이다.","{'word': '샘 레이미', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '영화 감독, 영화 제작자, 배우, 각본가', 'start_idx': 57, 'end_idx': 78, 'type': 'POH'}",per:title,wikipedia
7769,7769,아우구스투스 영묘에는 율리우스-클라우디우스 황조의 여러 인물들이 묻혀있다.,"{'word': '아우구스투스', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '율리우스-클라우디우스 황조', 'start_idx': 12, 'end_idx': 25, 'type': 'PER'}",no_relation,wikipedia
7877,7877,새 감독 아래 성공적인 시즌을 보낸 RB 라이프치히는 레기오날리가 북동부 2012-13 시즌을 우승하며 독일 3부 리그 3. 리가로 승격이 확정되었다.,"{'word': 'RB 라이프치히', 'start_idx': 20, 'end_idx': 27, 'type': 'ORG'}","{'word': '2012-13', 'start_idx': 41, 'end_idx': 47, 'type': 'DAT'}",no_relation,wikipedia
7905,7905,"비트의 대대가 동부 전선에서 첫 전투를 경험한 것은 1941년 8월 초로 키예프 근방에서 600,000명 이상의 소련군을 포위, 섬멸 중에 있던 제1 기갑 집단으로 소속이 변경된 후였다.","{'word': '소련군', 'start_idx': 63, 'end_idx': 65, 'type': 'ORG'}","{'word': '600,000명', 'start_idx': 50, 'end_idx': 57, 'type': 'NOH'}",no_relation,wikipedia
7909,7909,2007-08시즌에도 조별리그에 진출하여 조 3위로 32강까지 나갔으나 레인저스 FC에 패하면서 32강으로 만족해야 했다.,"{'word': '레인저스 FC', 'start_idx': 40, 'end_idx': 46, 'type': 'ORG'}","{'word': '2007-08', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
7910,7910,"정운천(鄭雲天, 1954년 4월 10일 ~)은 대한민국의 정치인으로, 제20·21대 국회의원이다.","{'word': '정운천', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '제20·21대 국회의원', 'start_idx': 39, 'end_idx': 50, 'type': 'NOH'}",no_relation,wikipedia
7914,7914,"울산방송(蔚山放送, 약칭 ubc)은 울산광역시 전지역, 경상남도 양산시 일부 및 기타 인근 일부 지역을 가시청권으로 하는 대한민국의 SBS (모기업: 태영건설)의 울산권 네트워크 민영 방송이다.","{'word': '울산방송', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '蔚山放送', 'start_idx': 5, 'end_idx': 8, 'type': 'ORG'}",org:alternate_names,wikipedia
7949,7949,"브램 스토커의 1897년 고딕소설 《드라큘라》에서, 주인공 조너선 하커는 악마 뿔로 추정되는 손짓을 언급한다.","{'word': '브램 스토커', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '《드라큘라》', 'start_idx': 19, 'end_idx': 24, 'type': 'POH'}",per:product,wikipedia
8067,8067,매체에 따르면 마르셀리노 가르시아 토랄(Marcelino García Toral) 감독은 이강인 선수를 임대보내 경기를 뛰게 하는 게 가장 좋은 선택이라고 말한 것으로 알려졌다.,"{'word': '마르셀리노 가르시아 토랄', 'start_idx': 8, 'end_idx': 20, 'type': 'PER'}","{'word': 'Marcelino García Toral', 'start_idx': 22, 'end_idx': 43, 'type': 'PER'}",per:alternate_names,wikitree
8182,8182,"2011-12 시즌 1라운드에서 승격팀인 퀸즈 파크 레인저스의 원정경기에서 4:0으로 이기며 좋은 출발을 하는듯 하였으나 이후에 펼쳐진 맨체스터 시티 FC, 리버풀 FC, 맨체스터 유나이티드 FC, 아스날 FC, 첼시 FC등 강팀과의 경기에서 줄줄이 패배하며 강등권으로 추락하게 되었고 시즌 내내 강등권을 벗어나지 못하는 큰 부진을 겪었다.","{'word': '리버풀 FC', 'start_idx': 88, 'end_idx': 93, 'type': 'ORG'}","{'word': '2011-12', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
8284,8284,헤르만 그라프(: 1912년 10월 24일 – 1988년 11월 4일)는 독일의 공군 군인이다.,"{'word': '헤르만 그라프', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '1912년 10월 24일 – 1988년 11월 4일', 'start_idx': 10, 'end_idx': 37, 'type': 'DAT'}",no_relation,wikipedia
8308,8308,"동시에, 소련군은 병사 15,000명과 탄약 지원을 받았다.","{'word': '소련군', 'start_idx': 5, 'end_idx': 7, 'type': 'ORG'}","{'word': '15,000명', 'start_idx': 13, 'end_idx': 19, 'type': 'NOH'}",no_relation,wikipedia
8355,8355,"인천항만공사(사장 남봉현)는 인천남항석탄부두 배후부지(인천광역시 중구 항동7가 82-1) 11,707㎡*를 수출입 화물 장치장으로 사용할 입주기업을 재공고하여 모집한다고 밝혔다.","{'word': '인천항만공사', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '인천광역시 중구 항동7가 82-1', 'start_idx': 30, 'end_idx': 47, 'type': 'LOC'}",no_relation,wikitree
8384,8384,NH농협 2009~2010 V-리그가 끝난 후 대전 삼성화재 블루팡스에서 천안 현대캐피탈 스카이워커스로의 이적을 원하여 이적이 성사되었다.,"{'word': '대전 삼성화재 블루팡스', 'start_idx': 26, 'end_idx': 37, 'type': 'ORG'}","{'word': 'V-리그', 'start_idx': 15, 'end_idx': 18, 'type': 'POH'}",org:member_of,wikipedia
8390,8390,"2016년 12월에는 국제 축구 연맹(FIFA)은 로만 에레멩코에게 국가대표팀 활동을 무기한 금지하는 징계를 내렸고, 유럽 축구 연맹이 2017년 3월 6일에 로만 에레멩코의 이의 제기를 기각하면서 징계가 확정되었다.","{'word': '유럽 축구 연맹', 'start_idx': 66, 'end_idx': 73, 'type': 'ORG'}","{'word': '국제 축구 연맹(FIFA)', 'start_idx': 12, 'end_idx': 25, 'type': 'ORG'}",org:member_of,wikipedia
8411,8411,당시 일본에 머물고 있던 대표적 중국 민족주의 혁명학자였던 량치차오(梁啓超)가 중국에서 베트남 독립을 위한 지지를 촉구하며 판보이쩌우를 돕기 위해 이 책을 출간했다.,"{'word': '량치차오', 'start_idx': 33, 'end_idx': 36, 'type': 'PER'}","{'word': '梁啓超', 'start_idx': 38, 'end_idx': 40, 'type': 'PER'}",per:alternate_names,wikipedia
8473,8473,지난 21일(한국 시각) 스페인 매체 아스는 마르셀리노 가르시아 토랄(Marcelino García Toral) 발렌시아 감독이 이강인의 이적에 대해 언급했다고 밝혔다.,"{'word': '마르셀리노 가르시아 토랄', 'start_idx': 25, 'end_idx': 37, 'type': 'PER'}","{'word': 'Marcelino García Toral', 'start_idx': 39, 'end_idx': 60, 'type': 'PER'}",per:alternate_names,wikitree
8585,8585,"故문지윤 씨는 1984년 2월 18일 생으로, 2002년 MBC 드라마 '로망스'로 데뷔했다.","{'word': '문지윤', 'start_idx': 1, 'end_idx': 3, 'type': 'PER'}","{'word': ""2002년 MBC 드라마 '로망스'"", 'start_idx': 26, 'end_idx': 44, 'type': 'ORG'}",no_relation,wikitree
8602,8602,그의 아버지인 미겔 레이나는 아틀레티코 마드리드 소속으로 유러피언컵 1973-74 결승전에서 FC 바이에른 뮌헨에게 1:1 무승부 뒤에 4:0으로 대패하였다.,"{'word': 'FC 바이에른 뮌헨', 'start_idx': 52, 'end_idx': 61, 'type': 'ORG'}","{'word': '1973-74', 'start_idx': 38, 'end_idx': 44, 'type': 'DAT'}",no_relation,wikipedia
8628,8628,"그러나 391년 겨울 10월, 고구려(高句麗)의 광개토왕(廣開土王)이 이 성을 일곱 길로 나누어 20여 일 간 공격하여 점령하였다.","{'word': '광개토왕', 'start_idx': 27, 'end_idx': 30, 'type': 'PER'}","{'word': '고구려(高句麗)', 'start_idx': 17, 'end_idx': 24, 'type': 'DAT'}",per:employee_of,wikipedia
8630,8630,"그는 “영진약품 및 태아산업의 영업이익 고성장 및 해외담배 연결법인 실적 성장으로 KT&G, KGC를 제외한 기타 영업이익은 전년동기 67억원에서 229억원으로 162억원 증가했다”고 지적했다.","{'word': '영진약품', 'start_idx': 4, 'end_idx': 7, 'type': 'ORG'}","{'word': 'KT&G', 'start_idx': 46, 'end_idx': 49, 'type': 'ORG'}",no_relation,wikitree
8757,8757,2019년 대회까지 DFB-포칼 우승 팀 혹은 분데스리가와 DFB-포칼을 동시에 우승해서 리그 더블을 기록했을 경우 분데스리가 준우승 팀에게 홈팀 자격을 부여해서 홈팀의 경기장에서 열렸다.,"{'word': '분데스리가', 'start_idx': 26, 'end_idx': 30, 'type': 'ORG'}","{'word': 'DFB-포칼', 'start_idx': 11, 'end_idx': 16, 'type': 'POH'}",no_relation,wikipedia
8777,8777,"발렌시아 감독 마르셀리노 가르시아 토랄(Marcelino García Toral)감독은 ""이강인은 우리와 함께하는 선수""라며 이강인 선수의 이적설을 일축했다.","{'word': '마르셀리노 가르시아 토랄', 'start_idx': 8, 'end_idx': 20, 'type': 'PER'}","{'word': 'Marcelino García Toral', 'start_idx': 22, 'end_idx': 43, 'type': 'PER'}",per:alternate_names,wikitree
8809,8809,"루이 니콜라 다부(Louis Nicolas Davout, 1770년 5월 10일 ~ 1823년 6월 1일)는 프랑스 혁명 전쟁과 나폴레옹 전쟁 때의 프랑스의 장군으로 나폴레옹의 야전 사령관으로 활약했다.","{'word': '루이 니콜라 다부', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': '1770년 5월 10일 ~ 1823년 6월 1일', 'start_idx': 32, 'end_idx': 57, 'type': 'DAT'}",no_relation,wikipedia
8980,8980,"장 이시도르 아리스프, 아리스프 백작 1세(Jean Isidore Harispe, 1st Comte Harispe, 1768년 12월 7일 - 1855년 5월 26일)는 프랑스 혁명전쟁 및 나폴레옹 전쟁 기간동안 활약한 프랑스 장군이다.","{'word': '장 이시도르 아리스프', 'start_idx': 0, 'end_idx': 10, 'type': 'PER'}","{'word': '1768년 12월 7일 - 1855년 5월 26일', 'start_idx': 65, 'end_idx': 91, 'type': 'DAT'}",no_relation,wikipedia
8982,8982,"우거왕(右渠王, 기원전 160년 ~ 기원전 108년, ~ 기원전 108년) 또는 위우거(衛右渠)는 고조선의 마지막 왕으로 위만(衛滿)의 손자이다.","{'word': '우거왕', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '위우거(衛右渠)', 'start_idx': 45, 'end_idx': 52, 'type': 'PER'}",per:alternate_names,wikipedia
9002,9002,이때 뉴욕 감리회(監理會) 선교 본부는 민영익으로부터 당시의 한국사정을 청취하고 선교의 필요성을 느끼게 되었다.,"{'word': '감리회', 'start_idx': 6, 'end_idx': 8, 'type': 'ORG'}","{'word': '監理會', 'start_idx': 10, 'end_idx': 12, 'type': 'ORG'}",org:alternate_names,wikipedia
