,id,sentence,subject_entity,object_entity,label,source
18561,18561,"RÚV는 1930년에 라디오 방송을 시작하였고, 1966년에 텔레비전 방송을 시작하였다.","{'word': 'RÚV', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '1930년', 'start_idx': 5, 'end_idx': 9, 'type': 'DAT'}",no_relation,wikipedia
18690,18690,"이후 아이돌 연습생으로 트레이닝을 받은 설리는 2009년에 그룹 f(x)(에프엑스)로 데뷔해 '첫사랑니', '레드 라이트' 등의 곡을 발표해 인기를 끌었다.","{'word': 'f(x)', 'start_idx': 36, 'end_idx': 39, 'type': 'ORG'}","{'word': '에프엑스', 'start_idx': 41, 'end_idx': 44, 'type': 'PER'}",org:alternate_names,wikitree
18894,18894,"SS-HA는 일반친위대, 강제수용소, 친위대 특무부대, 국경연대를 감독했다.","{'word': 'SS-HA', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '친위대', 'start_idx': 9, 'end_idx': 11, 'type': 'ORG'}",org:members,wikipedia
19384,19384,"1998년 안정환, 이동국과 함께 1990년대를 대표하는 트로이카를 형성하며 축구장에 오빠부대를 이끌며 K-리그에 엄청난 인기를 불러일으키며 대한민국 축구계의 르네상스를 이끌었고, 2001년 3월에는 아시안 클럽 챔피언십에서 인상적인 플레이를 펼쳐 'AFC 3월의 선수'에 선정되기도 하였다.","{'word': 'K-리그', 'start_idx': 58, 'end_idx': 61, 'type': 'ORG'}","{'word': 'AFC', 'start_idx': 140, 'end_idx': 142, 'type': 'ORG'}",no_relation,wikipedia
20403,20403,2010년 1월에는 SM 엔터테인먼트 소속인 f(x)와 함께 프랑스에서 열리는 《미뎀 2010》에 한국 음악시장을 홍보 및 유럽 진출을 위해 참여하였다.,"{'word': 'f(x)', 'start_idx': 25, 'end_idx': 28, 'type': 'ORG'}","{'word': 'SM 엔터테인먼트', 'start_idx': 11, 'end_idx': 19, 'type': 'ORG'}",org:member_of,wikipedia
21015,21015,"4월 8일, 해운회사 A.P. 몰러-머스크 그룹의 사장인 아르놀드 페테르 묄레르는 점령 지역에서 가능한 한 연합국 또는 중립국 항만으로 이동하라고 지시함에 따라 덴마크 상선 대부분은 독일군에게서 피할 수 있었다.","{'word': 'A.P. 몰러-머스크 그룹', 'start_idx': 12, 'end_idx': 25, 'type': 'ORG'}","{'word': '덴마크', 'start_idx': 90, 'end_idx': 92, 'type': 'LOC'}",no_relation,wikipedia
21459,21459,해남군은 5일 물 전문기관인 한국수자원공사(K-water)와 안전하고 깨끗한 물 공급을 위한 지방상수도 현대화사업 위·수탁 협약을 체결했다.,"{'word': 'K-water', 'start_idx': 24, 'end_idx': 30, 'type': 'ORG'}","{'word': '한국수자원공사', 'start_idx': 16, 'end_idx': 22, 'type': 'ORG'}",org:alternate_names,wikitree
22101,22101,"이후 1년여후에는 T.O.P과 함께 GD&TOP라는 유닛을 결성해 《GD&TOP》(2010)을 발표, ""High High"", ""Oh Yeah""와 ""뻑이 가요"", ""집에 가지마"" 등의 곡을 히트시켰다.","{'word': 'GD&TOP', 'start_idx': 20, 'end_idx': 25, 'type': 'PER'}","{'word': 'T.O.P', 'start_idx': 10, 'end_idx': 14, 'type': 'PER'}",no_relation,wikipedia
22669,22669,2004년에 SC 07 바트노이에나어(SC 07 Bad Neuenahr)로 이적하면서 프라우엔-분데스리가(Frauen-Bundesliga) 무대에 데뷔했고 2005년에는 프리츠 발터 메달 여자 부문 동메달을 수상했다.,"{'word': '프라우엔-분데스리가', 'start_idx': 48, 'end_idx': 57, 'type': 'ORG'}","{'word': 'Frauen-Bundesliga', 'start_idx': 59, 'end_idx': 75, 'type': 'ORG'}",org:alternate_names,wikipedia
22732,22732,2013년 11월 9일 함부르크 SV가 30년 동안 보유하고 있던 36경기 연속 푸스발-분데스리가 무패 기록을 갱신했으며 2013년 11월 27일에는 CSKA 모스크바와의 원정 경기에서 3-1 승리를 기록하면서 UEFA 챔피언스리그 역사상 최초로 10연승 기록을 수립하였다.,"{'word': '푸스발-분데스리가', 'start_idx': 45, 'end_idx': 53, 'type': 'ORG'}","{'word': 'UEFA', 'start_idx': 118, 'end_idx': 121, 'type': 'POH'}",org:member_of,wikipedia
22793,22793,부정적인 요소로는 다른 나라들과 마찬가지로 오스트리아-헝가리 제국에서도 반가톨릭 성향의 자유주의자들이 세력을 구성하여 1870년 프란츠 요제프 1세 황제에게 1855년에 바티칸과 맺은 조약을 파기하도록 압력을 넣은 정치적 움직임이 일어났다는 것이다.,"{'word': '오스트리아-헝가리 제국', 'start_idx': 24, 'end_idx': 35, 'type': 'ORG'}","{'word': '가톨릭', 'start_idx': 41, 'end_idx': 43, 'type': 'ORG'}",org:political/religious_affiliation,wikipedia
22892,22892,"프란츠 페르디난트 카를 루트비히 요제프 마리아 폰 외스터라이히에스테 대공(1863년 12월 18일 ~ 1914년 6월 28일)는 오스트리아-헝가리 제국의 제위 계승자로, 프란츠 요제프 1세의 조카이다.","{'word': '오스트리아-헝가리 제국', 'start_idx': 72, 'end_idx': 83, 'type': 'ORG'}","{'word': '프란츠 요제프 1세', 'start_idx': 95, 'end_idx': 104, 'type': 'PER'}",no_relation,wikipedia
23123,23123,"2008년, 대구 FC U-18팀인 현풍고등학교 축구부 감독이 되었으며, 2012년까지 역임하였다.","{'word': '대구 FC U-18', 'start_idx': 7, 'end_idx': 16, 'type': 'ORG'}","{'word': '현풍고등학교 축구부', 'start_idx': 20, 'end_idx': 29, 'type': 'ORG'}",org:members,wikipedia
23241,23241,"가톨릭평화방송(가톨릭平和放送, Catholic Peace Broadcasting Corporation)은 천주교 서울대교구에서 직영하는 대한민국의 로마 가톨릭교회 계통 케이블 텔레비전·위성방송 및 FM 라디오 방송국이다.","{'word': '가톨릭平和放送', 'start_idx': 8, 'end_idx': 14, 'type': 'ORG'}","{'word': '가톨릭평화방송', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}",org:alternate_names,wikipedia
23340,23340,"김태연(1989년 3월 9일 ~)은 대한민국의 가수로, 걸 그룹 소녀시대, 소녀시대-태티서 및 소녀시대-Oh!GG의 리더이자 메인보컬이다.","{'word': 'Oh!', 'start_idx': 58, 'end_idx': 60, 'type': 'PER'}","{'word': '소녀시대', 'start_idx': 42, 'end_idx': 45, 'type': 'PER'}",no_relation,wikipedia
23802,23802,"론-로베르트 칠러(Ron-Robert Zieler, 1989년 2월 12일, 쾰른 ~)는 독일의 축구 선수로, 현재 분데스리가 1. FC 쾰른에서 골키퍼로 활약하고 있다.","{'word': '론-로베르트 칠러', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': 'Ron-Robert Zieler', 'start_idx': 10, 'end_idx': 26, 'type': 'PER'}",per:alternate_names,wikipedia
24059,24059,2017년 2월 10일 장제원의 아들 NO:EL(장용준)이 Mnet에서 방영된 고등래퍼에 출연하면서 성매매 논란에 휩싸였다.,"{'word': 'NO:EL', 'start_idx': 21, 'end_idx': 25, 'type': 'PER'}","{'word': '장용준', 'start_idx': 27, 'end_idx': 29, 'type': 'PER'}",per:alternate_names,wikipedia
24067,24067,"1년 간의 활동 중단 이후 2015년 8월 7일, SM 엔터테인먼트는 설리가 연기 활동에 집중하기 위해 그룹에서 탈퇴하고, f(x)는 네 명의 멤버로 그룹 활동을 이어간다고 공식 발표하였으며, 그룹의 활동과 멤버들의 개별 활동, 설리의 활동 모두 적극 지원해 나갈 계획이라고 덧붙였다.","{'word': 'f(x)', 'start_idx': 69, 'end_idx': 72, 'type': 'ORG'}","{'word': 'SM 엔터테인먼트', 'start_idx': 28, 'end_idx': 36, 'type': 'ORG'}",org:member_of,wikipedia
24295,24295,"때문에 베트남 축구 연맹은 트리스탕에게 베트남 U-23 축구 국가대표팀에 뛸 것을 제안했지만, 트리스탕은 태국 국가대표팀을 선택했다.","{'word': '베트남 U-23 축구 국가대표팀', 'start_idx': 22, 'end_idx': 38, 'type': 'ORG'}","{'word': '베트남 축구 연맹', 'start_idx': 4, 'end_idx': 12, 'type': 'ORG'}",org:member_of,wikipedia
24380,24380,"신세계그룹(新世界그룹, Shinsegae Group)은 (주)신세계를 모회사로 하는 대한민국의 기업 집단이다.","{'word': '(주)신세계', 'start_idx': 31, 'end_idx': 36, 'type': 'ORG'}","{'word': '신세계그룹', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}",org:members,wikipedia
24462,24462,B*Witched(비위치드)는 아일랜드의 4인조 걸 그룹이다.,"{'word': 'B*Witched', 'start_idx': 0, 'end_idx': 8, 'type': 'ORG'}","{'word': '아일랜드', 'start_idx': 17, 'end_idx': 20, 'type': 'LOC'}",org:member_of,wikipedia
24892,24892,1915년 그는 빈을 방문하여 오스트리아-헝가리 제국의 프란츠 요제프 1세 황제와 이탈리아 문제를 놓고 교섭하였다.,"{'word': '오스트리아-헝가리 제국', 'start_idx': 17, 'end_idx': 28, 'type': 'ORG'}","{'word': '프란츠 요제프 1세', 'start_idx': 31, 'end_idx': 40, 'type': 'PER'}",org:top_members/employees,wikipedia
25019,25019,"2017년 1월 야후!는 버라이즌 커뮤니케이션스에 인수되었고, 7월 AOL과 합병하여, 오아츠로 설립되었고, 사명이 변경되어 현재는 버라이즌 미디어(Verizon Media)가 되었다.","{'word': '야후!', 'start_idx': 9, 'end_idx': 11, 'type': 'ORG'}","{'word': '버라이즌 미디어', 'start_idx': 74, 'end_idx': 81, 'type': 'ORG'}",org:alternate_names,wikipedia
25141,25141,KT&G(사장 백복인)가 지난 20일 아동복지시설 및 가정위탁 보호종료청년들을 돕기 위해 ‘아름다운재단’에 기부금을 전달했다고 21일 밝혔다.,"{'word': 'KT&G', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '백복인', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}",org:top_members/employees,wikitree
25936,25936,크루즈/와그너 프로덕션스는 영화 배우 톰 크루즈와 영화 제작자 폴라 와그너가 톰 크루즈가 출연하는 프로젝트를 보다 효율적으로 제어하고 이익을 많이 확보하기 위해 설립된 미국의 영화 제작사이다.,"{'word': '크루즈/와그너 프로덕션스', 'start_idx': 0, 'end_idx': 12, 'type': 'ORG'}","{'word': '톰 크루즈', 'start_idx': 43, 'end_idx': 47, 'type': 'PER'}",org:founded_by,wikipedia
26203,26203,"래퍼 데뷔 당시에는 미국의 래퍼 에이셉 라키 (A$AP Rocky)에서 이름을 딴 예명인 AXAX 쿠디 (AXAX Kuddy)라는 예명을 사용했고 열다 크루, sector 소속으로 활동했다.","{'word': 'A$AP Rocky', 'start_idx': 26, 'end_idx': 35, 'type': 'ORG'}","{'word': '에이셉 라키', 'start_idx': 18, 'end_idx': 23, 'type': 'PER'}",org:alternate_names,wikipedia
26568,26568,"메르세데스-벤츠 E 클래스(Mercedes-Benz E-Class)는 다임러 AG가 제조하여 독일의 프리미엄 자동차 제조사인 메르세데스-벤츠 브랜드로 판매하는 준대형 세단, 쿠페, 컨버터블, 스테이션 왜건이다.","{'word': '메르세데스-벤츠', 'start_idx': 70, 'end_idx': 77, 'type': 'ORG'}","{'word': '다임러 AG', 'start_idx': 39, 'end_idx': 44, 'type': 'ORG'}",no_relation,wikipedia
26740,26740,"2010년 3월 6일, YG 엔터테인먼트는 G-Dragon의 솔로콘서트 《샤인 어 라이트》 라이브앨범에 ""Heart breaker""이 표절논란에 휘말렸을 당시 원곡자로 거론됐던 뮤지션 플로라이다가 직접 피처링에 참여한 새로운 버전의 ""Heart breaker""를 보너스CD에 수록한다고 발표했다.","{'word': 'G-Dragon', 'start_idx': 24, 'end_idx': 31, 'type': 'PER'}","{'word': 'YG 엔터테인먼트', 'start_idx': 13, 'end_idx': 21, 'type': 'ORG'}",per:employee_of,wikipedia
27006,27006,"2013년 2월 6일부터 2년간 하이프레시 블레이드(전 나진 e-엠파이어)의 형제팀(화이트 실드, 블랙 소드)의 식스맨 전담 코치로 활동하며 NLB 2회 연속 우승(NLB 스프링 2013, NLB 서머 2013) 및 3회 연속 준우승(NLB 윈터 2013-2014, NLB 스프링 2014, NLB 서머 2014), LoL 마스터즈 2014 준플레이오프 진출, 리그 오브 레전드 월드 챔피언십 시즌 3 4강 진출을 이끌었으며 이후 2016년 10월 28일 OGN 엔투스의 코치로 부임하며 챌린저스 스프링 2017 준우승, 챌린저스 서머 2017 우승을 지휘했으나 LCK 승격까지는 이끌지 못한 채 결국 2017년 11월 13일 OGN과의 계약을 종료했다.","{'word': '나진 e-엠파이어', 'start_idx': 31, 'end_idx': 39, 'type': 'ORG'}","{'word': '리그 오브 레전드', 'start_idx': 202, 'end_idx': 210, 'type': 'POH'}",no_relation,wikipedia
27347,27347,이 선거에는 1차 투표에서 높은 득표율을 얻은 짐바브웨 아프리카 민족 연맹 - 애국 전선(여당)의 로버트 무가베 대통령과 민주변화운동의 모건 창기라이 후보가 참여하였다.,"{'word': '짐바브웨 아프리카 민족 연맹 - 애국 전선', 'start_idx': 26, 'end_idx': 48, 'type': 'ORG'}","{'word': '로버트 무가베', 'start_idx': 55, 'end_idx': 61, 'type': 'PER'}",org:top_members/employees,wikipedia
27494,27494,엘리자베트 아말리에 오이게니 인 바이에른 여공작(1837년 12월 24일 ~ 1898년 9월 10일)는 오스트리아-헝가리 제국 프란츠 요제프 1세(Franz Joseph I)의 황후이다.,"{'word': '오스트리아-헝가리 제국', 'start_idx': 58, 'end_idx': 69, 'type': 'ORG'}","{'word': '프란츠 요제프 1세', 'start_idx': 71, 'end_idx': 80, 'type': 'PER'}",org:top_members/employees,wikipedia
27529,27529,"K-리그 창설 원년인 1983년 할렐루야 독수리에서 데뷔하여, 그 해 K리그 초대 우승에 크게 공헌하여 초대 MVP를 받게 되었다.","{'word': 'K-리그', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '1983년', 'start_idx': 12, 'end_idx': 16, 'type': 'DAT'}",org:founded,wikipedia
28522,28522,"1995년 스티븐 스필버그 등이 설립한 美 드림웍스 투자, 1996년 국내 최초 멀티플렉스 극장 ‘CGV’ 설립, 2000년 39쇼핑 (현 CJ오쇼핑)인수, 2011년 CJ미디어, 온미디어, CJ인터넷, 엠넷미디어, CJ엔터테인먼트를 합병한 CJ E&M의 출범과 물류업계 1위 대한통운 인수 등을 통해 2014년 12월 기준 총자산 24조 1210억원, 계열사 73개사로 재계 14위, 시가 총액 7위를 기록했다.","{'word': 'CJ E&M', 'start_idx': 135, 'end_idx': 140, 'type': 'ORG'}","{'word': 'CJ오쇼핑', 'start_idx': 78, 'end_idx': 82, 'type': 'ORG'}",org:members,wikipedia
29085,29085,"또한 이 싱글에 수록 된 두 곡은 ""우리 사랑하지 말아요""와 GD&TOP이 지난 2010년에 이어 5년만에 발표하는 유닛 신곡 ""쩔어""가 수록 되었다.","{'word': 'GD&TOP', 'start_idx': 34, 'end_idx': 39, 'type': 'ORG'}","{'word': '2010년', 'start_idx': 45, 'end_idx': 49, 'type': 'DAT'}",no_relation,wikipedia
29574,29574,"1999년 크라우스-마페이 AG(Krauss-Maffei AG)의 방산 분야와 와 베그만 & Co. GmbH(Wegmann & Co. GmbH)가 합병하여 크라우스-마페이 베그만으로 거듭나 기갑 차량 및 화포, 방공 분야에서 유럽 최고의 방산기업 중 하나가 되었다.","{'word': '크라우스-마페이 베그만', 'start_idx': 87, 'end_idx': 98, 'type': 'ORG'}","{'word': '1999', 'start_idx': 0, 'end_idx': 3, 'type': 'DAT'}",org:founded,wikipedia
29626,29626,카가미네 린·렌은 2007년 12월 27일에 발매 된 ACT1과 2008년 7월 18일에 발매 된 ACT2로 나뉜다.,"{'word': '카가미네 린·렌', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '2007년 12월 27일', 'start_idx': 10, 'end_idx': 22, 'type': 'DAT'}",no_relation,wikipedia
29645,29645,하이트진로(주)는 2011년 9월 1일 주식회사 진로와 하이트맥주가 통합을 하여 대한민국 최대 주류기업으로 공식 출범했다.,"{'word': '하이트진로(주)', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '2011년 9월 1일', 'start_idx': 10, 'end_idx': 20, 'type': 'DAT'}",org:founded,wikipedia
29679,29679,KT&G(사장 백복인)가 궐련형 전자담배 ‘릴 플러스’와 ‘릴 미니’의 전용스틱 신제품 ‘핏 아이싱(Fiit ICEING)’을 19일 전국 편의점 4만3000여 개소에서 동시에 출시한다.,"{'word': 'KT&G', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '백복인', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}",org:top_members/employees,wikitree
29836,29836,"1882년 오스트리아-헝가리 제국에 있던 사설 철도가 국영화되기 시작하였는데, 그 때에 오스트리아 제국철도(k.k. österreichische Staatsbahnen, 약어:kkStB)가 설립되었다.","{'word': '오스트리아-헝가리 제국', 'start_idx': 6, 'end_idx': 17, 'type': 'ORG'}","{'word': '오스트리아 제국', 'start_idx': 49, 'end_idx': 56, 'type': 'ORG'}",no_relation,wikipedia
30017,30017,"마창시내버스협의회 소속 가운데 가장 많은 버스대수를 보유하고 있었던 마산의 (유)시민버스는 누적 적자와 임금 체불 등의 원인이 된 경영 악화로 인해, 2009년 5월에 이르러서는 자산규모 150억 원에 부채는 240억 원에 이르게 되었다.","{'word': '(유)시민버스', 'start_idx': 42, 'end_idx': 48, 'type': 'ORG'}","{'word': '시내버스협의회', 'start_idx': 2, 'end_idx': 8, 'type': 'ORG'}",org:member_of,wikipedia
30787,30787,"단독 호스트 한혜진 씨를 비롯해 김재환, 마마무(MAMAMOO), 우주소녀(WJSN), 청하(CHUNG HA), 투모로우바이투게더(TXT), 펜타곤(PENTAGON), 폴킴, 에이비식스(AB6IX), 데이식스(DAY6), 있지(ITZY), 아이즈원(IZ*ONE), 트와이스(TWICE) 등이 출연해 K-POP 팬들을 위한 무대를 꾸민다.","{'word': 'IZ*ONE', 'start_idx': 139, 'end_idx': 144, 'type': 'PER'}","{'word': 'K-POP', 'start_idx': 167, 'end_idx': 171, 'type': 'POH'}",no_relation,wikitree
31128,31128,"토머스 제퍼슨과 그가 이끄는 민주-공화당이 영국과의 조약을 반대하였지만, 워싱턴은 자신의 특권을 사용하며 강행하였다.","{'word': '민주-공화당', 'start_idx': 16, 'end_idx': 21, 'type': 'ORG'}","{'word': '토머스 제퍼슨', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}",org:top_members/employees,wikipedia
31957,31957,최재호 무학그룹 회장은 지난달 1일 열린 '(주)무학 창립 90주년 행사'에서 기념사를 통해 “90년의 역사를 지닌 무학이 있기까지 한결같은 마음으로 성원해주신 고객 여러분에게 감사의 마음을 전한다”며 “전국적인 경기침체와 급변하는 주류문화 속에서 무학이 100년 기업으로 나아가기 위해선 지역민의 많은 관심과 성원이 필요하다. 대한민국을 대표하는 글로벌 주류기업으로 성장해 소비자로부터 받은 사랑을 실천하며 고객 만족을 최우선으로 여기는 기업으로 거듭나겠다”고 말했다.,"{'word': '(주)무학', 'start_idx': 24, 'end_idx': 28, 'type': 'ORG'}","{'word': '무학그룹', 'start_idx': 4, 'end_idx': 7, 'type': 'ORG'}",org:member_of,wikitree
